[00:07] 主持人：歡迎收聽五級郎剛欸修煉魔港，我是節目主持人Andy。這是一個自我成長、人生經驗對談和內化學習輸出的節目，期待我們一起成為生命中輕易豐盛、富而喜悅的五級郎。
[06:24] 主持人：對啊，那時候20年前我也還在讀高中階段，那時候真的就是很陽春的介面跟平台。
[06:31] 來賓：是的，是的。
[06:32] 主持人：而且沒有什麼漂亮的產品圖啊，就是拍一拍就上去了。
[06:34] 來賓：完全沒有。是的，是的。原圖上去，頂多就是小畫家弄一弄。
[06:39] 主持人：加幾個字上去這樣子。
[06:41] 來賓：對對對。
[06:42] 主持人：那時候在過程當中有什麼發現？
[06:45] 來賓：我發現最有趣的是，我完全不會。那我當然就是先模仿對方。
[06:50] 主持人：對。
[06:50] 來賓：比方說我加裡有寶可夢卡、遊戲王卡卡，我去看一下搜尋一下型號，人家怎麼去寫這個文案，然後圖片我絕對不會做什麼圖，我當然就是摳別人的。
[07:02] 主持人：沒辦法。
[07:03] 來賓：沒辦法，就。
[07:04] 主持人：就不會吧。
[07:05] 來賓：不會嘛，對啊。那文案，A是這樣寫，B是這樣寫，那我就A加B融合一下，就加減弄一下啦。
[07:13] 主持人：懂。
[07:13] 來賓：對，就是從那時候這樣子，從模仿開始覺得蠻不錯的，尤其是下課的時候，一回到家，先打開電腦不是打電動，是先看有沒有訂單。
[07:23] 主持人：有沒有收益這樣子。
[07:24] 來賓：對，然後有訂單的時候，說，爸，你帶我去郵局，我要去寄信了。
[07:29] 主持人：啊。
[07:30] 來賓：那時候很好玩。
[07:32] 主持人：OK。所以就是這樣的一個啟蒙的契機讓你覺得好像可以往這個領域前進這樣子。
[07:39] 來賓：對對對。

[中間省略...]

[03:30:59] 主持人：發了到他們社群。
[03:31:59] 來賓：對啊。
[03:32:00] 主持人：免費的廣告欸。
[03:32:00] 來賓：對。六年了。
[03:32:00] 主持人：哇。
[03:32:00] 來賓：已經在那裡六年以上了。然後還有他也有分享的是GD。GD的家就有一顆。
[03:32:00] 主持人：哇。
[03:32:00] 來賓：哇。
[03:32:00] 主持人：哇。
[03:32:00] 來賓：哇。
[03:32:00] 主持人：哇。
[03:32:00] 來賓：哇。
[03:32:00] 主持人：哇。
[03:32:00] 來賓：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：���。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] ��持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人��哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持��：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇��
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
[03:32:00] 主持人：哇。
